pk_serie,cod_escola,nome_escola,n_classe_sed,tipo_de_ensino,capacidade,quant_alunos_ativos,nome_serie_sed,periodo,tipo_ensino_matricula,turma,cod_turma,cod_escola,filtro_serie,link_sala,cod_turma,id
10196,12,EM PROF JOSÉ INÁCIO HORA,,ATENDIMENTO EDUCACIONAL ESPECIALIZADO,,,AEE A MANHA ANUAL,MANHA,EDUCAÇÃO ESPECIAL,AEEA,2512AEEA,12,EDUCAÇÃO ESPECIAL,https://docs.google.com/spreadsheets/d/1pWUkuP2ACxc4NHe7WheiSS785c5kbR0s5lsMZ5XA6EI/edit?usp=drivesdk,2512AEEA,1pWUkuP2ACxc4NHe7WheiSS785c5kbR0s5lsMZ5XA6EI
10197,12,EM PROF JOSÉ INÁCIO HORA,,ATENDIMENTO EDUCACIONAL ESPECIALIZADO,,,AEE B TARDE ANUAL,TARDE,EDUCAÇÃO ESPECIAL,AEEB,2512AEEB,12,EDUCAÇÃO ESPECIAL,https://docs.google.com/spreadsheets/d/1oWoeHm8XTfzoMHcpq-LcGDgupuWD6nibhVRs19SYVfg/edit?usp=drivesdk,2512AEEB,1oWoeHm8XTfzoMHcpq-LcGDgupuWD6nibhVRs19SYVfg
10124,13,EM PROFª CRISTINA DOS SANTOS,295289151,EDUCACAO INFANTIL,30,0,1ª ETAPA PRÉ-ESCOLA A MANHA ANUAL,MANHA,PRÉ-ESCOLA,P1A,2513P1A,13,PRÉ-ESCOLA 1,https://docs.google.com/spreadsheets/d/1VgkcxB9L3rO8hBVydlZaFYbaho4vWHewbGp462PkHY4/edit?usp=drivesdk,2513P1A,1VgkcxB9L3rO8hBVydlZaFYbaho4vWHewbGp462PkHY4
10125,13,EM PROFª CRISTINA DOS SANTOS,295289177,EDUCACAO INFANTIL,30,0,1ª ETAPA PRÉ-ESCOLA B TARDE ANUAL,TARDE,PRÉ-ESCOLA,P1B,2513P1B,13,PRÉ-ESCOLA 1,https://docs.google.com/spreadsheets/d/1QF-M1o_WXEuwypoNqV9xLcUDzEpHaNjvL6cLWrVFd2c/edit?usp=drivesdk,2513P1B,1QF-M1o_WXEuwypoNqV9xLcUDzEpHaNjvL6cLWrVFd2c
10134,13,EM PROFª CRISTINA DOS SANTOS,295289185,EDUCACAO INFANTIL,30,0,2ª ETAPA PRÉ-ESCOLA A TARDE ANUAL,TARDE,PRÉ-ESCOLA,P2A,2513P2A,13,PRÉ-ESCOLA 2,https://docs.google.com/spreadsheets/d/11vwEjqKvMpjSriy7IXF7-oJ_0W3O05dALg6Vu6VLh_0/edit?usp=drivesdk,2513P2A,11vwEjqKvMpjSriy7IXF7-oJ_0W3O05dALg6Vu6VLh_0
10135,13,EM PROFª CRISTINA DOS SANTOS,295289193,EDUCACAO INFANTIL,30,0,2ª ETAPA PRÉ-ESCOLA B TARDE ANUAL,TARDE,PRÉ-ESCOLA,P2B,2513P2B,13,PRÉ-ESCOLA 2,https://docs.google.com/spreadsheets/d/1QHlFNOHW9AnFjea4AhlCpcGvMo3a61emgb7Uw2RPL0I/edit?usp=drivesdk,2513P2B,1QHlFNOHW9AnFjea4AhlCpcGvMo3a61emgb7Uw2RPL0I
10144,13,EM PROFª CRISTINA DOS SANTOS,292812708,ENSINO FUNDAMENTAL DE 9 ANOS,40,33,1° ANO A MANHA ANUAL,MANHA,FUNDAMENTAL,1A,25131A,13,1 ANO,https://docs.google.com/spreadsheets/d/1pb38Rhe051ip8dzwSHONK1JdP0ldFEUt3JQFkxEOXmc/edit?usp=drivesdk,25131A,1pb38Rhe051ip8dzwSHONK1JdP0ldFEUt3JQFkxEOXmc
10145,13,EM PROFª CRISTINA DOS SANTOS,292813052,ENSINO FUNDAMENTAL DE 9 ANOS,40,30,1° ANO B MANHA ANUAL,MANHA,FUNDAMENTAL,1B,25131B,13,1 ANO,https://docs.google.com/spreadsheets/d/1bGfrSpbSBQVrQfHZAoXMNqbhpXb7ZrC9jF3ORjf2dcc/edit?usp=drivesdk,25131B,1bGfrSpbSBQVrQfHZAoXMNqbhpXb7ZrC9jF3ORjf2dcc
10154,13,EM PROFª CRISTINA DOS SANTOS,295406516,ENSINO FUNDAMENTAL DE 9 ANOS,30,0,2° ANO A TARDE ANUAL,TARDE,FUNDAMENTAL,2A,25132A,13,2 ANO,https://docs.google.com/spreadsheets/d/1ZajFNuIMXKLhceVlg2FkCIcKz0paXCNUDKal8lZryd0/edit?usp=drivesdk,25132A,1ZajFNuIMXKLhceVlg2FkCIcKz0paXCNUDKal8lZryd0
10155,13,EM PROFª CRISTINA DOS SANTOS,295406581,ENSINO FUNDAMENTAL DE 9 ANOS,30,0,2° ANO B TARDE ANUAL,TARDE,FUNDAMENTAL,2B,25132B,13,2 ANO,https://docs.google.com/spreadsheets/d/1cOiX4XripaenGQ_G1EftquEnff0_Q8vWSosXMeb_DNY/edit?usp=drivesdk,25132B,1cOiX4XripaenGQ_G1EftquEnff0_Q8vWSosXMeb_DNY
10164,13,EM PROFª CRISTINA DOS SANTOS,295406664,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,3° ANO A INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,3A,25133A,13,3 ANO,https://docs.google.com/spreadsheets/d/1ovRf8heldLz6L1fa7GMov1Iq998m7Z8J9flgzKWMQ7o/edit?usp=drivesdk,25133A,1ovRf8heldLz6L1fa7GMov1Iq998m7Z8J9flgzKWMQ7o
10165,13,EM PROFª CRISTINA DOS SANTOS,295406698,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,3° ANO B INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,3B,25133B,13,3 ANO,https://docs.google.com/spreadsheets/d/1An2xDIWd4pLYoQ3mUR6mRedzc2LDlthsRRnnat9ZCkg/edit?usp=drivesdk,25133B,1An2xDIWd4pLYoQ3mUR6mRedzc2LDlthsRRnnat9ZCkg
10174,13,EM PROFª CRISTINA DOS SANTOS,295406706,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,4° ANO A INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,4A,25134A,13,4 ANO,https://docs.google.com/spreadsheets/d/1XwU-2ZnDod3TfPKW6IUtx1iLZuz907jZCuD4Qta0erk/edit?usp=drivesdk,25134A,1XwU-2ZnDod3TfPKW6IUtx1iLZuz907jZCuD4Qta0erk
10175,13,EM PROFª CRISTINA DOS SANTOS,295406755,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,4° ANO B INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,4B,25134B,13,4 ANO,https://docs.google.com/spreadsheets/d/1y1OwNbnA8Xf6cxKPYaYEq8mfWHGtYCyK1azYanRyvic/edit?usp=drivesdk,25134B,1y1OwNbnA8Xf6cxKPYaYEq8mfWHGtYCyK1azYanRyvic
10184,13,EM PROFª CRISTINA DOS SANTOS,295406763,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,5° ANO A INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,5A,25135A,13,5 ANO,https://docs.google.com/spreadsheets/d/1c9IgKJNh0HyjUWTof8N7vyfgJHS77F4HLqw7RFI6V_8/edit?usp=drivesdk,25135A,1c9IgKJNh0HyjUWTof8N7vyfgJHS77F4HLqw7RFI6V_8
10185,13,EM PROFª CRISTINA DOS SANTOS,295406771,ENSINO FUNDAMENTAL DE 9 ANOS,35,0,5° ANO B INTEGRAL ANUAL,INTEGRAL,FUNDAMENTAL,5B,25135B,13,5 ANO,https://docs.google.com/spreadsheets/d/18lL43cOQk8lYpL0jlz3dANXUG1ID56FsQBy4f-eyQHg/edit?usp=drivesdk,25135B,18lL43cOQk8lYpL0jlz3dANXUG1ID56FsQBy4f-eyQHg
10196,13,EM PROFª CRISTINA DOS SANTOS,,ATENDIMENTO EDUCACIONAL ESPECIALIZADO,20,,AEE A MANHA ANUAL,MANHA,EDUCAÇÃO ESPECIAL,AEEA,2513AEEA,13,EDUCAÇÃO ESPECIAL,https://docs.google.com/spreadsheets/d/1AzqMSQVGUdzHtQgtnE3kbAeHAxzU04boSi2NXdvL_cg/edit?usp=drivesdk,2513AEEA,1AzqMSQVGUdzHtQgtnE3kbAeHAxzU04boSi2NXdvL_cg
10197,13,EM PROFª CRISTINA DOS SANTOS,,ATENDIMENTO EDUCACIONAL ESPECIALIZADO,20,,AEE B TARDE ANUAL,TARDE,EDUCAÇÃO ESPECIAL,AEEB,2513AEEB,13,EDUCAÇÃO ESPECIAL,https://docs.google.com/spreadsheets/d/1na6VLPxE_KuGs4ycKMmfZcv_2JyHCRrPQgDgm2bkBP0/edit?usp=drivesdk,2513AEEB,1na6VLPxE_KuGs4ycKMmfZcv_2JyHCRrPQgDgm2bkBP0
10116,14,EM PROFª MARIA LÚCIA SOARES MONTEIRO,295252639,EDUCACAO INFANTIL,30,0,MATERNAL 2 A MANHA ANUAL,MANHA,MATERNAL,M2A,2514M2A,14,MATERNAL 2,https://docs.google.com/spreadsheets/d/1-NqcDPqsSyeDzVSpA3KfyOvJ-3N6buT_EWUmJLz7RUQ/edit?usp=drivesdk,2514M2A,1-NqcDPqsSyeDzVSpA3KfyOvJ-3N6buT_EWUmJLz7RUQ
10117,14,EM PROFª MARIA LÚCIA SOARES MONTEIRO,295252738,EDUCACAO INFANTIL,30,0,MATERNAL 2 B MANHA ANUAL,MANHA,MATERNAL,M2B,2514M2B,14,MATERNAL 2,https://docs.google.com/spreadsheets/d/1hwAEvvdIbbDsgp1InKycAMULI4UQZSZ_oJXUUn7-Qmc/edit?usp=drivesdk,2514M2B,1hwAEvvdIbbDsgp1InKycAMULI4UQZSZ_oJXUUn7-Qmc
10134,14,EM PROFª MARIA LÚCIA SOARES MONTEIRO,295252340,EDUCACAO INFANTIL,30,0,2ª ETAPA PRÉ-ESCOLA A MANHA ANUAL,MANHA,PRÉ-ESCOLA,P2A,2514P2A,14,PRÉ-ESCOLA 2,https://docs.google.com/spreadsheets/d/1Fd94ivpiu0NgiWIruH-Re8iIx_qXhqURW7o5rRf0w1A/edit?usp=drivesdk,2514P2A,1Fd94ivpiu0NgiWIruH-Re8iIx_qXhqURW7o5rRf0w1A
10135,14,EM PROFª MARIA LÚCIA SOARES MONTEIRO,295252357,EDUCACAO INFANTIL,30,0,2ª ETAPA PRÉ-ESCOLA B MANHA ANUAL,MANHA,PRÉ-ESCOLA,P2B,2514P2B,14,PRÉ-ESCOLA 2,https://docs.google.com/spreadsheets/d/1I7EHv8RX4E3YN_OpAWvdmplEbN1PCrT5KqhUwPTWNwM/edit?usp=drivesdk,2514P2B,1I7EHv8RX4E3YN_OpAWvdmplEbN1PCrT5KqhUwPTWNwM
10136,14,EM PROFª MARIA LÚCIA SOARES MONTEIRO,295252407,EDUCACAO INFANTIL,30,0,2ª ETAPA PRÉ-ESCOLA C MANHA ANUAL,MANHA,PRÉ-ESCOLA,P2C,2514P2C,14,PRÉ-ESCOLA 2,https://docs.google.com/spreadsheets/d/1hOgvsP2CixZ0LuJigqWq-8kWTF-BuLEArsy17STmMYQ/edit?usp=drivesdk,2514P2C,1hOgvsP2CixZ0LuJigqWq-8kWTF-BuLEArsy17STmMYQ
10137,14,EM PROFª MARIA LÚCIA SOARES MONTEIRO,295252423,EDUCACAO INFANTIL,30,0,2ª ETAPA PRÉ-ESCOLA D MANHA ANUAL,MANHA,PRÉ-ESCOLA,P2D,2514P2D,14,PRÉ-ESCOLA 2,https://docs.google.com/spreadsheets/d/1HUTkST3NgZp2ec2B1H5qZLB2ObfgDe-gCyELre4R58k/edit?usp=drivesdk,2514P2D,1HUTkST3NgZp2ec2B1H5qZLB2ObfgDe-gCyELre4R58k
10138,14,EM PROFª MARIA LÚCIA SOARES MONTEIRO,295252431,EDUCACAO INFANTIL,30,0,2ª ETAPA PRÉ-ESCOLA E TARDE ANUAL,TARDE,PRÉ-ESCOLA,P2E,2514P2E,14,PRÉ-ESCOLA 2,https://docs.google.com/spreadsheets/d/15IHx-7shxAZOtBhN1Y3vYWgQ7LB9YuUsruC6rLOdtBc/edit?usp=drivesdk,2514P2E,15IHx-7shxAZOtBhN1Y3vYWgQ7LB9YuUsruC6rLOdtBc
10139,14,EM PROFª MARIA LÚCIA SOARES MONTEIRO,295252472,EDUCACAO INFANTIL,30,0,2ª ETAPA PRÉ-ESCOLA F TARDE ANUAL,TARDE,PRÉ-ESCOLA,P2F,2514P2F,14,PRÉ-ESCOLA 2,https://docs.google.com/spreadsheets/d/1JrdqCZXSPcx87x87qPxK6AGhumpdnLrTsdXuSXKJ-PY/edit?usp=drivesdk,2514P2F,1JrdqCZXSPcx87x87qPxK6AGhumpdnLrTsdXuSXKJ-PY
10140,14,EM PROFª MARIA LÚCIA SOARES MONTEIRO,295252514,EDUCACAO INFANTIL,30,0,2ª ETAPA PRÉ-ESCOLA G TARDE ANUAL,TARDE,PRÉ-ESCOLA,P2G,2514P2G,14,PRÉ-ESCOLA 2,https://docs.google.com/spreadsheets/d/1ry7QPNHCmNhCeLnzcB5m3PcqkJ-ov1w7vEPIE7uCzsw/edit?usp=drivesdk,2514P2G,1ry7QPNHCmNhCeLnzcB5m3PcqkJ-ov1w7vEPIE7uCzsw
10141,14,EM PROFª MARIA LÚCIA SOARES MONTEIRO,295252530,EDUCACAO INFANTIL,30,0,2ª ETAPA PRÉ-ESCOLA H TARDE ANUAL,TARDE,PRÉ-ESCOLA,P2H,2514P2H,14,PRÉ-ESCOLA 2,https://docs.google.com/spreadsheets/d/15WZX1YNRKdZ8llxuXGH6kT_AuQBHUC_tYPJ8bhdT9AQ/edit?usp=drivesdk,2514P2H,15WZX1YNRKdZ8llxuXGH6kT_AuQBHUC_tYPJ8bhdT9AQ
10196,14,EM PROFª MARIA LÚCIA SOARES MONTEIRO,,ATENDIMENTO EDUCACIONAL ESPECIALIZADO,20,,AEE A MANHA ANUAL,MANHA,EDUCAÇÃO ESPECIAL,AEEA,2514AEEA,14,EDUCAÇÃO ESPECIAL,https://docs.google.com/spreadsheets/d/1s4tmUAd-XfrUWLYqH8mIxRObgSM4xXnG4xrwuTwAlc4/edit?usp=drivesdk,2514AEEA,1s4tmUAd-XfrUWLYqH8mIxRObgSM4xXnG4xrwuTwAlc4
10197,14,EM PROFª MARIA LÚCIA SOARES MONTEIRO,,ATENDIMENTO EDUCACIONAL ESPECIALIZADO,20,,AEE B TARDE ANUAL,TARDE,EDUCAÇÃO ESPECIAL,AEEB,2514AEEB,14,EDUCAÇÃO ESPECIAL,https://docs.google.com/spreadsheets/d/1OqhaE4WCkHgS38ySmXruI-Sd8xTydyr28D5ibpUEoo0/edit?usp=drivesdk,2514AEEB,1OqhaE4WCkHgS38ySmXruI-Sd8xTydyr28D5ibpUEoo0
10104,15,EM PROFª MIRIAM DE ASSIS,295288906,EDUCACAO INFANTIL,22,0,BERÇÁRIO 2 A INTEGRAL ANUAL,INTEGRAL,BERÇÁRIO,B2A,2515B2A,15,BERÇARIO 2,https://docs.google.com/spreadsheets/d/1MB9y9c8QZs6jMKl46cpDOVev6KJOCHUfp6bH70x66Ng/edit?usp=drivesdk,2515B2A,1MB9y9c8QZs6jMKl46cpDOVev6KJOCHUfp6bH70x66Ng
10108,15,EM PROFª MIRIAM DE ASSIS,295288914,EDUCACAO INFANTIL,22,21,MATERNAL 1 A INTEGRAL ANUAL,INTEGRAL,MATERNAL,M1A,2515M1A,15,MATERNAL 1,https://docs.google.com/spreadsheets/d/1qsI1OsK5XP3iBvrKKBfzNNWXnPxGoELylaAlOBOC1sg/edit?usp=drivesdk,2515M1A,1qsI1OsK5XP3iBvrKKBfzNNWXnPxGoELylaAlOBOC1sg
10116,15,EM PROFª MIRIAM DE ASSIS,295288922,EDUCACAO INFANTIL,30,20,MATERNAL 2 A TARDE ANUAL,TARDE,MATERNAL,M2A,2515M2A,15,MATERNAL 2,https://docs.google.com/spreadsheets/d/1QbqJEk_BWLwxnnVg6zNQP6kXNsTkkiAFLQgZj181yfc/edit?usp=drivesdk,2515M2A,1QbqJEk_BWLwxnnVg6zNQP6kXNsTkkiAFLQgZj181yfc
10124,15,EM PROFª MIRIAM DE ASSIS,295288930,EDUCACAO INFANTIL,30,30,1ª ETAPA PRÉ-ESCOLA A MANHA ANUAL,MANHA,PRÉ-ESCOLA,P1A,2515P1A,15,PRÉ-ESCOLA 1,https://docs.google.com/spreadsheets/d/1O6zm0NG2KLuYCNsUvAn4nAJqXGvJ_GLkgLvrtAS_hWY/edit?usp=drivesdk,2515P1A,1O6zm0NG2KLuYCNsUvAn4nAJqXGvJ_GLkgLvrtAS_hWY
10134,15,EM PROFª MIRIAM DE ASSIS,295288948,EDUCACAO INFANTIL,30,20,2ª ETAPA PRÉ-ESCOLA A MANHA ANUAL,MANHA,PRÉ-ESCOLA,P2A,2515P2A,15,PRÉ-ESCOLA 2,https://docs.google.com/spreadsheets/d/1p1pHf7serGhwvY9N-bq7yvfOeUa-b6phnjEnl9PgJLs/edit?usp=drivesdk,2515P2A,1p1pHf7serGhwvY9N-bq7yvfOeUa-b6phnjEnl9PgJLs
10135,15,EM PROFª MIRIAM DE ASSIS,295288963,EDUCACAO INFANTIL,30,21,2ª ETAPA PRÉ-ESCOLA B MANHA ANUAL,MANHA,PRÉ-ESCOLA,P2B,2515P2B,15,PRÉ-ESCOLA 2,https://docs.google.com/spreadsheets/d/18P7AW7ZjPKy4q588uc7McKErqUZYJRy5u2_33CCa4hk/edit?usp=drivesdk,2515P2B,18P7AW7ZjPKy4q588uc7McKErqUZYJRy5u2_33CCa4hk
10144,15,EM PROFª MIRIAM DE ASSIS,295288971,ENSINO FUNDAMENTAL DE 9 ANOS,30,17,1° ANO A TARDE ANUAL,TARDE,FUNDAMENTAL,1A,25151A,15,1 ANO,https://docs.google.com/spreadsheets/d/1JmuMgNKYOFIJvoHD9K_7bc0yCYzoRpVBmnpL7R_-5pk/edit?usp=drivesdk,25151A,1JmuMgNKYOFIJvoHD9K_7bc0yCYzoRpVBmnpL7R_-5pk
10145,15,EM PROFª MIRIAM DE ASSIS,295288989,ENSINO FUNDAMENTAL DE 9 ANOS,30,20,1° ANO B TARDE ANUAL,TARDE,FUNDAMENTAL,1B,25151B,15,1 ANO,https://docs.google.com/spreadsheets/d/121CpwJdU5s4JQbiBG5hCfgDZ2tfDd6yVI6zHuf0wP5k/edit?usp=drivesdk,25151B,121CpwJdU5s4JQbiBG5hCfgDZ2tfDd6yVI6zHuf0wP5k
10196,15,EM PROFª MIRIAM DE ASSIS,,ATENDIMENTO EDUCACIONAL ESPECIALIZADO,20,,AEE A MANHA ANUAL,MANHA,EDUCAÇÃO ESPECIAL,AEEA,2515AEEA,15,EDUCAÇÃO ESPECIAL,https://docs.google.com/spreadsheets/d/1kbmBAgOtvbCFIi9WzjoozR_TYbryjgsSsZLw4JABsOE/edit?usp=drivesdk,2515AEEA,1kbmBAgOtvbCFIi9WzjoozR_TYbryjgsSsZLw4JABsOE
10197,15,EM PROFª MIRIAM DE ASSIS,,ATENDIMENTO EDUCACIONAL ESPECIALIZADO,20,,AEE B TARDE ANUAL,TARDE,EDUCAÇÃO ESPECIAL,AEEB,2515AEEB,15,EDUCAÇÃO ESPECIAL,https://docs.google.com/spreadsheets/d/1agby-LzsjwSr2t4AX0Jb0MnaE4FZMlxxqif002RvBUE/edit?usp=drivesdk,2515AEEB,1agby-LzsjwSr2t4AX0Jb0MnaE4FZMlxxqif002RvBUE
10124,16,EMEI JARDIM ALBATROZ,295289268,EDUCACAO INFANTIL,30,0,1ª ETAPA PRÉ-ESCOLA A TARDE ANUAL,TARDE,PRÉ-ESCOLA,P1A,2516P1A,16,PRÉ-ESCOLA 1,https://docs.google.com/spreadsheets/d/1ERGu9iXDHFHiSWns5NRgPUECApOqbGksNBK7vFJH-bQ/edit?usp=drivesdk,2516P1A,1ERGu9iXDHFHiSWns5NRgPUECApOqbGksNBK7vFJH-bQ
10125,16,EMEI JARDIM ALBATROZ,295289276,EDUCACAO INFANTIL,30,0,1ª ETAPA PRÉ-ESCOLA B TARDE ANUAL,TARDE,PRÉ-ESCOLA,P1B,2516P1B,16,PRÉ-ESCOLA 1,https://docs.google.com/spreadsheets/d/1O6v0prrlWnlqf_6CZEBzJU5S7Ri6qNU0FCjqKUKiy40/edit?usp=drivesdk,2516P1B,1O6v0prrlWnlqf_6CZEBzJU5S7Ri6qNU0FCjqKUKiy40
10126,16,EMEI JARDIM ALBATROZ,295289284,EDUCACAO INFANTIL,30,0,1ª ETAPA PRÉ-ESCOLA C TARDE ANUAL,TARDE,PRÉ-ESCOLA,P1C,2516P1C,16,PRÉ-ESCOLA 1,https://docs.google.com/spreadsheets/d/1_pSetZV4IjEO9Z6SXSPnGrvdtwx8l8F-js_sJJY6dmQ/edit?usp=drivesdk,2516P1C,1_pSetZV4IjEO9Z6SXSPnGrvdtwx8l8F-js_sJJY6dmQ
10127,16,EMEI JARDIM ALBATROZ,295289292,EDUCACAO INFANTIL,20,0,1ª ETAPA PRÉ-ESCOLA D TARDE ANUAL,TARDE,PRÉ-ESCOLA,P1D,2516P1D,16,PRÉ-ESCOLA 1,https://docs.google.com/spreadsheets/d/1ReAy36KxTx4VctHmUTO76PzHnnC4ULH4VVKQmo0HFes/edit?usp=drivesdk,2516P1D,1ReAy36KxTx4VctHmUTO76PzHnnC4ULH4VVKQmo0HFes
10134,16,EMEI JARDIM ALBATROZ,295289300,EDUCACAO INFANTIL,30,0,2ª ETAPA PRÉ-ESCOLA A MANHA ANUAL,MANHA,PRÉ-ESCOLA,P2A,2516P2A,16,PRÉ-ESCOLA 2,https://docs.google.com/spreadsheets/d/1Q04iWctSU5y8d7tvHg3CbJ-UrEmvShJ6g1nAdWesigk/edit?usp=drivesdk,2516P2A,1Q04iWctSU5y8d7tvHg3CbJ-UrEmvShJ6g1nAdWesigk
10135,16,EMEI JARDIM ALBATROZ,295289318,EDUCACAO INFANTIL,30,0,2ª ETAPA PRÉ-ESCOLA B MANHA ANUAL,MANHA,PRÉ-ESCOLA,P2B,2516P2B,16,PRÉ-ESCOLA 2,https://docs.google.com/spreadsheets/d/1Bt0MMJ8fuk6PR4PJENpEt_P26vP8uuX-hrNwItNMnO0/edit?usp=drivesdk,2516P2B,1Bt0MMJ8fuk6PR4PJENpEt_P26vP8uuX-hrNwItNMnO0
10136,16,EMEI JARDIM ALBATROZ,295289326,EDUCACAO INFANTIL,30,0,2ª ETAPA PRÉ-ESCOLA C MANHA ANUAL,MANHA,PRÉ-ESCOLA,P2C,2516P2C,16,PRÉ-ESCOLA 2,https://docs.google.com/spreadsheets/d/1YpETjDXPOjId6rXNRVS2hflf3yWd2VNZX87gbDRsbaA/edit?usp=drivesdk,2516P2C,1YpETjDXPOjId6rXNRVS2hflf3yWd2VNZX87gbDRsbaA
10137,16,EMEI JARDIM ALBATROZ,295289334,EDUCACAO INFANTIL,20,0,2ª ETAPA PRÉ-ESCOLA D MANHA ANUAL,MANHA,PRÉ-ESCOLA,P2D,2516P2D,16,PRÉ-ESCOLA 2,https://docs.google.com/spreadsheets/d/1oLptkhm98dwPLsB1s_JWrBDgyFCxkoHBxR0e8dFQEEQ/edit?usp=drivesdk,2516P2D,1oLptkhm98dwPLsB1s_JWrBDgyFCxkoHBxR0e8dFQEEQ
10196,16,EMEI JARDIM ALBATROZ,,ATENDIMENTO EDUCACIONAL ESPECIALIZADO,20,,AEE A MANHA ANUAL,MANHA,EDUCAÇÃO ESPECIAL,AEEA,2516AEEA,16,EDUCAÇÃO ESPECIAL,https://docs.google.com/spreadsheets/d/1e6NlrEWKslu7MRS8dTtdXMX8v3hJGFhpMgc4vSLj9Jc/edit?usp=drivesdk,2516AEEA,1e6NlrEWKslu7MRS8dTtdXMX8v3hJGFhpMgc4vSLj9Jc
10197,16,EMEI JARDIM ALBATROZ,,ATENDIMENTO EDUCACIONAL ESPECIALIZADO,20,,AEE B TARDE ANUAL,TARDE,EDUCAÇÃO ESPECIAL,AEEB,2516AEEB,16,EDUCAÇÃO ESPECIAL,https://docs.google.com/spreadsheets/d/1arvOJVqeu8JTQLwXk2ok9d4YBgEOkvFcvhDHXpqpu9M/edit?usp=drivesdk,2516AEEB,1arvOJVqeu8JTQLwXk2ok9d4YBgEOkvFcvhDHXpqpu9M
10134,17,EMEIF BORACÉIA,295245815,EDUCACAO INFANTIL,30,18,2ª ETAPA PRÉ-ESCOLA A TARDE ANUAL,TARDE,PRÉ-ESCOLA,P2A,2517P2A,17,PRÉ-ESCOLA 2,https://docs.google.com/spreadsheets/d/10HQtVwoVKsjn-InaWI2yT676D7l49Oka-wfnfrJQS8Q/edit?usp=drivesdk,2517P2A,10HQtVwoVKsjn-InaWI2yT676D7l49Oka-wfnfrJQS8Q
10135,17,EMEIF BORACÉIA,295245963,EDUCACAO INFANTIL,30,18,2ª ETAPA PRÉ-ESCOLA B TARDE ANUAL,TARDE,PRÉ-ESCOLA,P2B,2517P2B,17,PRÉ-ESCOLA 2,https://docs.google.com/spreadsheets/d/17uBs_637lo6hcsHL1TujXcCRualTFtiaFqxNybPs484/edit?usp=drivesdk,2517P2B,17uBs_637lo6hcsHL1TujXcCRualTFtiaFqxNybPs484
10136,17,EMEIF BORACÉIA,295245997,EDUCACAO INFANTIL,30,18,2ª ETAPA PRÉ-ESCOLA C TARDE ANUAL,TARDE,PRÉ-ESCOLA,P2C,2517P2C,17,PRÉ-ESCOLA 2,https://docs.google.com/spreadsheets/d/1jrIFR6uSOFpzbFPjttxiOp5M_dAOQCEjTrq8oIW_Jy8/edit?usp=drivesdk,2517P2C,1jrIFR6uSOFpzbFPjttxiOp5M_dAOQCEjTrq8oIW_Jy8
10137,17,EMEIF BORACÉIA,295246045,EDUCACAO INFANTIL,30,19,2ª ETAPA PRÉ-ESCOLA D TARDE ANUAL,TARDE,PRÉ-ESCOLA,P2D,2517P2D,17,PRÉ-ESCOLA 2,https://docs.google.com/spreadsheets/d/1FzOhaU5hv5UUez_kucfbWkN0SqMcKwKBfuArnND2qWQ/edit?usp=drivesdk,2517P2D,1FzOhaU5hv5UUez_kucfbWkN0SqMcKwKBfuArnND2qWQ
10144,17,EMEIF BORACÉIA,292744174,ENSINO FUNDAMENTAL DE 9 ANOS,40,39,1° ANO A TARDE ANUAL,TARDE,FUNDAMENTAL,1A,25171A,17,1 ANO,https://docs.google.com/spreadsheets/d/1MDcE2q3WhgfTHbhEwoLaw6cAXZ1lQdDmpHePr5k3DIo/edit?usp=drivesdk,25171A,1MDcE2q3WhgfTHbhEwoLaw6cAXZ1lQdDmpHePr5k3DIo
10145,17,EMEIF BORACÉIA,292744380,ENSINO FUNDAMENTAL DE 9 ANOS,30,30,1° ANO B TARDE ANUAL,TARDE,FUNDAMENTAL,1B,25171B,17,1 ANO,https://docs.google.com/spreadsheets/d/1QGykeJZ2efHl-N8ehb6dDyZfq5WvsdANgtBLA-ACAes/edit?usp=drivesdk,25171B,1QGykeJZ2efHl-N8ehb6dDyZfq5WvsdANgtBLA-ACAes
10146,17,EMEIF BORACÉIA,292744638,ENSINO FUNDAMENTAL DE 9 ANOS,30,28,1° ANO C TARDE ANUAL,TARDE,FUNDAMENTAL,1C,25171C,17,1 ANO,https://docs.google.com/spreadsheets/d/148bASi1idzc8tZziW0FKhKZy_q6LMdh4X1XMFjhuSLk/edit?usp=drivesdk,25171C,148bASi1idzc8tZziW0FKhKZy_q6LMdh4X1XMFjhuSLk
10147,17,EMEIF BORACÉIA,292744935,ENSINO FUNDAMENTAL DE 9 ANOS,30,1,1° ANO D TARDE ANUAL,TARDE,FUNDAMENTAL,1D,25171D,17,1 ANO,https://docs.google.com/spreadsheets/d/1MfTpVN8oy1IUaXuNxKb82yFzkTTYlCTmLttDCtOlJRw/edit?usp=drivesdk,25171D,1MfTpVN8oy1IUaXuNxKb82yFzkTTYlCTmLttDCtOlJRw
